Time(UTC) - 3,index, UnixTime(UTC),Real,Imaginária
2017-02-20 07:00:00,4340.0,1487584800.0,1.631959310262088,0.027909324899056644
2017-02-20 07:30:00,4341.0,1487586600.0,1.6090473390356428,0.029470917782026672
2017-02-20 08:00:00,4342.0,1487588400.0,1.5809906711551225,0.02595985031032803
2017-02-20 08:30:00,4343.0,1487590200.0,1.6158636341792856,0.023430939215297923
2017-02-20 09:00:00,4344.0,1487592000.0,1.5940606318292463,0.018251933940350247
2017-02-20 09:30:00,4345.0,1487593800.0,1.5348103716323322,0.01682207508674071
2017-02-20 10:00:00,4346.0,1487595600.0,1.5556988388604365,0.017807140025918898
2017-02-20 10:30:00,4347.0,1487597400.0,1.5513011407725896,0.01455715604509242
2017-02-20 11:00:00,4348.0,1487599200.0,1.5299735466720843,0.014220666494871349
2017-02-20 11:30:00,4349.0,1487601000.0,1.5379701775407726,0.016971804713874595
2017-02-20 12:00:00,4350.0,1487602800.0,1.4926686637069542,0.014903722921111973
2017-02-20 12:30:00,4351.0,1487604600.0,1.534013249078382,0.01595022026495492
2017-02-20 13:00:00,4352.0,1487606400.0,1.6340083127338483,0.014383325249019878
2017-02-20 13:30:00,4353.0,1487608200.0,1.6388455866912246,0.00974341665037271
2017-02-20 14:00:00,4354.0,1487610000.0,1.6675207129066674,0.02120038656775132
2017-02-20 16:30:00,4359.0,1487619000.0,1.5428015891107008,0.013897051374424018
2017-02-20 17:00:00,4360.0,1487620800.0,1.5005845072591342,0.015334381279056437
2017-02-20 17:30:00,4361.0,1487622600.0,1.4934195275987228,0.010143856176914455
2017-02-20 18:00:00,4362.0,1487624400.0,1.485176413428468,0.012076068116904601
2017-02-20 18:30:00,4363.0,1487626200.0,1.5139428948429547,0.012057411938481446
2017-02-20 19:00:00,4364.0,1487628000.0,1.5149172249520344,0.010275722222139643
2017-02-20 19:30:00,4365.0,1487629800.0,1.4746651671324509,0.010100351191491636
2017-02-20 20:00:00,4366.0,1487631600.0,1.5044504288492728,0.00824984652541444
2017-02-20 20:30:00,4367.0,1487633400.0,1.504479731480488,0.0071215904413117655
2017-02-20 21:00:00,4368.0,1487635200.0,1.5013429663771685,0.008654566766403993
2017-02-20 21:30:00,4369.0,1487637000.0,1.51001045709822,0.006611816476009328
2017-02-20 22:00:00,4370.0,1487638800.0,1.487808636059636,0.009821316756766127
2017-02-20 22:30:00,4371.0,1487640600.0,1.4900654806587088,0.010117943305698616
2017-02-20 23:00:00,4372.0,1487642400.0,1.4622037899368434,0.009962811566951054
2017-02-20 23:30:00,4373.0,1487644200.0,1.474972542236551,0.01797294312223178
2017-02-21 00:00:00,4374.0,1487646000.0,1.459501532893056,0.029078337262477695
2017-02-21 00:30:00,4375.0,1487647800.0,1.4244714618912455,0.019587803402447396
2017-02-21 01:00:00,4376.0,1487649600.0,1.4591864328985493,0.021736011812308928
2017-02-21 01:30:00,4377.0,1487651400.0,1.4899294443303535,0.017899399894994904
2017-02-21 02:00:00,4378.0,1487653200.0,1.4890380611960012,0.013980819275443502
2017-02-21 02:30:00,4379.0,1487655000.0,1.5121489900030889,0.017868125662711263
2017-02-21 03:00:00,4380.0,1487656800.0,1.4977125027940552,0.016424287723128466
2017-02-21 03:30:00,4381.0,1487658600.0,1.4938561276408788,0.01822058627164761
2017-02-21 04:00:00,4382.0,1487660400.0,1.4795306851731682,0.015751186896136332
2017-02-21 04:30:00,4383.0,1487662200.0,1.4189149846428908,0.019745402614907738
2017-02-21 05:00:00,4384.0,1487664000.0,1.4252499939333068,0.027219669364069186
2017-02-21 05:30:00,4385.0,1487665800.0,1.4286552835280586,0.043818205539447194
2017-02-21 06:00:00,4386.0,1487667600.0,1.3819202442148444,0.036656067560062365
2017-02-21 06:30:00,4387.0,1487669400.0,1.4082338328655088,0.04065440073389828
2017-02-21 07:00:00,4388.0,1487671200.0,1.4117664638179588,0.027797964269856597
2017-02-21 07:30:00,4389.0,1487673000.0,1.4650343252994116,0.018904799661411262
2017-02-21 08:00:00,4390.0,1487674800.0,1.5113010634902173,0.01988847647800855
2017-02-21 08:30:00,4391.0,1487676600.0,1.4984778717688438,0.01427070958883333
2017-02-21 09:00:00,4392.0,1487678400.0,1.5033819724085231,0.030072859542145662
2017-02-21 09:30:00,4393.0,1487680200.0,1.4712771833693894,0.02002637168206843
2017-02-21 10:00:00,4394.0,1487682000.0,1.452074472601934,0.01872167501446827
